ID,Timestamp,Tweet URL,Group,Collector,Category,Topic,Keywords,Account handle,Account name,Account bio,Account type,Joined,Following,Followers,Location,Tweet,Tweet Translated,Tweet NLP,Mentions Aquinos / Liberal Party,Mentions Aquinos / Liberal Party Negatively,Tweet Type,Date posted,Screenshot,Content type,Likes,Replies,Retweets,Quote Tweets,Retweets + Quote Tweets,Views,Rating,Reasoning,Remarks
57-93,3/30/23 23:23:01,https://twitter.com/LGamulo/status/1260044852764397568,57,"Martinez, Miguel Luis",MRCS,The Marcos family won all cases filed against them,imelda case won all,@LGamulo,lauro gamulo,,Identified,10/16,868,728,,@wanggo_g @iamdandanny What court imelda was convicted? As far as i know she won all her cases. Research and read. Or better yet watch Ms. RITA GADI.,What court imelda was convicted? As far as i know she won all her cases. Research and read. Or better yet watch Ms. RITA GADI.,What court Imelda was convicted As far as i know she won all her cases Research and read Or better yet watch Ms RITA GADI,0,0,"Text, Reply",12/05/20 03:11,,Rational,0,0,0,0,0,,,"According to VERA Files, the Marcos family did not win all cases filed against them.

[https://verafiles.org/articles/vera-files-fact-check-marcoses-did-not-win-all-cases-filed-a#:~:text=Mrs.%20Marcos%20won%20in%20the%201990%20New%20York,it%20in%20the%20United%20States%2C%20international%20media%20reported]",
57-94,3/30/23 23:23:01,https://twitter.com/fireprincess___/status/1173619056219324416,57,"Martinez, Miguel Luis",MRCS,The Marcos family won all cases filed against them,imelda case won all,@fireprincess___,AZULA,,Identified,03/19,122,115,Fire Nation,"@lunatricxxx If Ferdinand Marcos stole billions from Filipinos, why do the succeeding presidents after him can not show any proof at all? How come Imelda won every corruption case that was thrown to her??","If Ferdinand Marcos stole billions from Filipinos, why do the succeeding presidents after him can not show any proof at all? How come Imelda won every corruption case that was thrown to her??",If Ferdinand Marcos stole billions from Filipinos why do the succeeding presidents after him can not show any proof at all How come Imelda won every corruption case that was thrown to her,0,0,"Text, Reply",16/09/19 15:26,,Rational,0,1,0,0,0,,,"According to VERA Files, the Marcos family did not win all cases filed against them.

[https://verafiles.org/articles/vera-files-fact-check-marcoses-did-not-win-all-cases-filed-a#:~:text=Mrs.%20Marcos%20won%20in%20the%201990%20New%20York,it%20in%20the%20United%20States%2C%20international%20media%20reported]",
57-95,3/30/23 23:23:01,https://twitter.com/xingpopismybop/status/1072445401746296834,57,"Martinez, Miguel Luis",MRCS,The Marcos family won all cases filed against them,imelda case won all,@xingpopismybop,Selle🐚 | #DNA_Cypher1n2 | #EXOT9,"God first, family 2nd. My TL is richly dedicated to EXO's KPop & Lay Zhang's MandoPop (XingPop) but there'll be occasional kdrama & politics in the TL so...",Anonymous,03/09,962,1136,"Atlanta, GA","@MrYosa777 @iMthinkingPinoy Not sure sang planeta ka nakatira pero last time I checked Imelda won all the cases against her. Dude, you better get real proof coz even Uncle Sam didn't find proof of them stealing. Now, all the succeeding admins, we know had corrupted our cofers, too, but where's the outrage?","Not sure what planet you live in but last time I checked, Imelda won all the cases against her. Dude, you better get real proof because even Uncle Sam didn't find proof of them stealing. Now, all the succeeding admins, we know had corrupted our coffers, too, but where's the outrage?",Not sure what planet you live in but last time I checked Imelda won all the cases against her Dude you better get real proof because even Uncle Sam didn't find proof of them stealing Now all the succeeding admins we know had corrupted our coffers too but where's the outrage,0,0,"Text, Reply",11/12/18 10:58,,Rational,0,2,0,0,0,,,"According to VERA Files, the Marcos family did not win all cases filed against them.

[https://verafiles.org/articles/vera-files-fact-check-marcoses-did-not-win-all-cases-filed-a#:~:text=Mrs.%20Marcos%20won%20in%20the%201990%20New%20York,it%20in%20the%20United%20States%2C%20international%20media%20reported]",
57-96,3/30/23 23:23:01,https://twitter.com/LazerKim/status/910397807990681601,57,"Martinez, Miguel Luis",MRCS,The Marcos family won all cases filed against them,imelda case won all,@LazerKim,Green,Sharing thoughts and feelings just about anything under the sun! From all about dogs to PH political stage and a hard core supporter of Pres DU30!,Troll,10/11,86,1795,,@AnlaboTsong @0830_pulido If FM and Imelda were guilty as charged why did Imelda won all 901 cases against her both local and international courts? And now convict???,If FM and Imelda were guilty as charged why did Imelda won all 901 cases against her both local and international courts? And now convict???,If FEM and Imelda were guilty as charged why did Imelda won all 901 cases against her both local and international courts And now convict,0,0,"Text, Reply",20/09/17 06:58,,Rational,2,0,1,0,1,,,"According to VERA Files, the Marcos family did not win all cases filed against them.

[https://verafiles.org/articles/vera-files-fact-check-marcoses-did-not-win-all-cases-filed-a#:~:text=Mrs.%20Marcos%20won%20in%20the%201990%20New%20York,it%20in%20the%20United%20States%2C%20international%20media%20reported]",
57-97,3/30/23 23:23:01,https://twitter.com/OrchidNarvaez/status/801188328926126080,57,"Martinez, Miguel Luis",MRCS,The Marcos family won all cases filed against them,imelda case won all,@OrchidNarvaez,Orchid Narvaez,"Management System Enthusiast, Wants to breakthrough and Live in a Digital Life",Identified,12/13,135,49,,"Verdict of (US?) courts on Marcos' alleged ill gotten wealth. 'Not guilty'. 
 Imelda: I won all cases against me... https://t.co/AxoA05pD1g",Verdict of (US?) courts on Marcos' alleged ill gotten wealth. 'Not guilty'. Imelda: I won all cases against me...,Verdict of (US ) courts on Marcos' alleged ill gotten wealth 'Not guilty' Imelda: I won all cases against me,0,0,"Text, URL",22/11/16 22:19,,Rational,0,0,0,0,0,,,"According to VERA Files, the Marcos family did not win all cases filed against them.

[https://verafiles.org/articles/vera-files-fact-check-marcoses-did-not-win-all-cases-filed-a#:~:text=Mrs.%20Marcos%20won%20in%20the%201990%20New%20York,it%20in%20the%20United%20States%2C%20international%20media%20reported]",
57-98,3/30/23 23:23:01,https://twitter.com/FierceTita/status/1440266984013250569,57,"Martinez, Miguel Luis",MRCS,The Marcos family won all cases filed against them,imelda case won none,@FierceTita,Fierce Tita,Former Pa-woke. Ex Dilawan. NO TO LP-CPP-NPA-NDF and their symphatizers. ANTI-DILAWOKES.,Identified,06/20,516,1537,,"@aikonriche @hemacyte @Joneejacob @KayaNatinPH I repeat, NONE won a single case against FEM. The Sandigan case of Imelda is pending motion for certiorari in SC, so it's not yet final.
 
 When you cannot prove your allegation, you invalidate the function of the legal system. That's a sign of insecurity. Typical yellow playbook.","I repeat, NONE won a single case against FEM. The Sandigan case of Imelda is pending motion for certiorari in SC, so it's not yet final.

When you cannot prove your allegation, you invalidate the function of the legal system. That's a sign of insecurity. Typical yellow playbook.",I repeat NONE won a single case against FEM The Sandiganbayan case of Imelda is pending motion for certiorari in SC so it's not yet final When you cannot prove your allegation you invalidate the function of the legal system That's a sign of insecurity Typical yellow playbook,1,1,"Text, Reply",21/09/21 10:49,,Rational,1,0,0,0,0,,,"According to VERA Files, the Marcos family did not win all cases filed against them.

[https://verafiles.org/articles/vera-files-fact-check-marcoses-did-not-win-all-cases-filed-a#:~:text=Mrs.%20Marcos%20won%20in%20the%201990%20New%20York,it%20in%20the%20United%20States%2C%20international%20media%20reported]",
57-99,3/30/23 23:23:01,https://twitter.com/FierceTita/status/1440162100349792261,57,"Martinez, Miguel Luis",MRCS,The Marcos family won all cases filed against them,imelda case won none,@FierceTita,Fierce Tita,Former Pa-woke. Ex Dilawan. NO TO LP-CPP-NPA-NDF and their symphatizers. ANTI-DILAWOKES.,Identified,06/20,516,1537,,"@hemacyte @Joneejacob @KayaNatinPH NONE of the accussations won a single case of plunder. 900+ cases won in favor of Marcos.
 
 Please be intelllectual in your argument. Use legal or scientific basis. Not baised news article.
 
 Even Imelda's Sandiganbayan case that the wokes are sharing is pending SC trial.","NONE of the accussations won a single case of plunder. 900+ cases won in favor of Marcos.

Please be intelllectual in your argument. Use legal or scientific basis. Not baised news article.

Even Imelda's Sandiganbayan case that the wokes are sharing is pending SC trial.","NONE of the accusations won a single case of plunder 900+ cases won in favor of Marcos 

Please be intellectual in your argument Use legal or scientific basis Not biased news article 

Even Imelda's Sandiganbayan case that the wokes are sharing is pending SC trial",1,0,"Text, Reply",21/09/21 03:52,,Rational,7,1,0,0,0,,,"According to VERA Files, the Marcos family did not win all cases filed against them.

[https://verafiles.org/articles/vera-files-fact-check-marcoses-did-not-win-all-cases-filed-a#:~:text=Mrs.%20Marcos%20won%20in%20the%201990%20New%20York,it%20in%20the%20United%20States%2C%20international%20media%20reported]",
57-100,3/30/23 23:23:01,https://twitter.com/Simply_Ana77/status/1584900198979239937,57,"Martinez, Miguel Luis",MRCS,The Marcos family won all cases filed against them,imelda case won not,@Simply_Ana77,@AdingBiday_,simplicity is beauty,Troll,02/19,251,829,Republic of the Philippines,"@BuitreNicolas 😂😂 if we're you ,show resibo  UTAK PALTAT  😂 yan ang ginamit ng mga testigo ni CORYKONG sa NEW YORK laban kay Madame Imelda  ,And not 1 single case won  🤪🤪🤪👎👎👎","if we're you ,show receipt NO BRAIN  thats what the witnesses of CORYKONG used in NEW YORK against Madame Imelda ,And not  single case won",if we're you show receipt NO BRAIN that's what the witnesses of CORYKONG used in NEW YORK against Madame Imelda And not single case won,1,1,"Text, Reply",25/10/22 13:30,,Emotional,4,1,0,0,0,,,"According to VERA Files, the Marcos family did not win all cases filed against them.

[https://verafiles.org/articles/vera-files-fact-check-marcoses-did-not-win-all-cases-filed-a#:~:text=Mrs.%20Marcos%20won%20in%20the%201990%20New%20York,it%20in%20the%20United%20States%2C%20international%20media%20reported]",
57-101,3/30/23 23:23:01,https://twitter.com/MelynaVergara23/status/731918993892610048,57,"Martinez, Miguel Luis",MRCS,The Marcos family won all cases filed against them,imelda case won not,@MelynaVergara23,alangtektu.eronlugaw,,Identified,01/16,53,32,,@migoooooy prove it.Baka u'r d 1 na.Since Imelda won thousnds of cases&NOT a single convction ruled by intl court. Intl court ha. Baka u na.,"prove it. maybe you're the 1.Since Imelda won thousands of cases and NOT a single convction ruled by international court. international court, okay? Maybe it's you already.",prove it maybe you're the 1 Since Imelda won thousands of cases and NOT a single conviction ruled by international court international court okay Maybe it's you already,0,0,"Text, Reply",15/05/16 18:47,,Rational,0,1,0,0,0,,,"According to VERA Files, the Marcos family did not win all cases filed against them.

[https://verafiles.org/articles/vera-files-fact-check-marcoses-did-not-win-all-cases-filed-a#:~:text=Mrs.%20Marcos%20won%20in%20the%201990%20New%20York,it%20in%20the%20United%20States%2C%20international%20media%20reported]",
57-102,3/30/23 23:23:01,https://twitter.com/VoiGlen/status/1598880022160609282,57,"Martinez, Miguel Luis",MRCS,The Marcos family won all cases filed against them,imelda case dismiss all,@VoiGlen,GlenVoi,,Identified,10/20,34,13,,"@mgarong @manilabulletin @bongbongmarcos All criminal cases had already been dismissed in favor of the Marcoses. There is only one left, the graft case of Imelda which is under appeal in the SC. With the way things r going right now, it is most likely going to be dismiss as well. Saliva is not a valid evidence n court.","All criminal cases had already been dismissed in favor of the Marcoses. There is only one left, the graft case of Imelda which is under appeal in the SC. With the way things r going right now, it is most likely going to be dismiss as well. Saliva is not a valid evidence n court.",All criminal cases had already been dismissed in favor of the Marcoses There is only one left the graft case of Imelda which is under appeal in the SC With the way things r going right now it is most likely going to be dismiss as well Saliva is not a valid evidence n court,0,0,"Text, Reply",03/12/22 03:21,,Rational,0,1,0,0,0,,,"According to VERA Files, the Marcos family did not win all cases filed against them.

[https://verafiles.org/articles/vera-files-fact-check-marcoses-did-not-win-all-cases-filed-a#:~:text=Mrs.%20Marcos%20won%20in%20the%201990%20New%20York,it%20in%20the%20United%20States%2C%20international%20media%20reported]",
57-103,3/30/23 23:23:01,https://twitter.com/Abundare2022/status/1509850540876124166,57,"Martinez, Miguel Luis",MRCS,The Marcos family won all cases filed against them,imelda case dismiss all,@Abundare2022,Edge,,Troll,04/14,348,149,NCR,@AMehulio @KiawSaNorte Until now no evidence that the money came from national treasury Kaya nga some are dismissed. All cases of Imelda in New York was dismissed.,Until now no evidence that the money came from national treasury which is why some are dismissed. All cases of Imelda in New York was dismissed.,Until now no evidence that the money came from national treasury which is why some are dismissed All cases of Imelda in New York was dismissed,0,0,"Text, Reply",01/04/22 11:09,,Rational,0,0,0,0,0,,,"According to VERA Files, the Marcos family did not win all cases filed against them.

[https://verafiles.org/articles/vera-files-fact-check-marcoses-did-not-win-all-cases-filed-a#:~:text=Mrs.%20Marcos%20won%20in%20the%201990%20New%20York,it%20in%20the%20United%20States%2C%20international%20media%20reported]",
57-104,3/30/23 23:23:01,https://twitter.com/Abundare2022/status/1505727392039710720,57,"Martinez, Miguel Luis",MRCS,The Marcos family won all cases filed against them,imelda case dismiss all,@Abundare2022,Edge,,Troll,04/14,348,149,NCR,@magtiger2005 @zee_mob @Daampeer @cetELIESparibus Ilang cases na ba na dismissed? Imelda was even acquitted in NY of  “all charges.” And even yang Swiss account walang proof na galing sa national govt! https://t.co/eWNsescFdI,How many cases were dismissed already? Imelda was even acquitted in NY of “all charges.” And even that Swiss account has no proof form the national government!,How many cases were dismissed already Imelda was even acquitted in NY of “all charges ” And even that Swiss account has no proof form the national government,0,0,"Text, Reply, Image",21/03/22 02:05,,Rational,0,2,0,0,0,,,"According to VERA Files, the Marcos family did not win all cases filed against them.

[https://verafiles.org/articles/vera-files-fact-check-marcoses-did-not-win-all-cases-filed-a#:~:text=Mrs.%20Marcos%20won%20in%20the%201990%20New%20York,it%20in%20the%20United%20States%2C%20international%20media%20reported]",
57-105,3/30/23 23:23:01,https://twitter.com/EaglesSouthern/status/1475777560428838914,57,"Martinez, Miguel Luis",MRCS,The Marcos family won all cases filed against them,imelda case dismiss all,@EaglesSouthern,Southern Eagle,I do not argue with people who are closed minded,Troll,05/21,880,16,,"@KrisAquinoWORLD Ahhh? To justify her grab of power from FM, Cory declared the wealth of Marcoses as ill-gotten and issued EO No. 1 to run after the wealth of the FM by filing cases but all these cases were dismissed! Imelda was acquitted by US Jury relative to their accounts in Swiss banks!","Ahhh? To justify her grab of power from FEM, Cory declared the wealth of Marcoses as ill-gotten and issued EO No. 1 to run after the wealth of the FM by filing cases but all these cases were dismissed! Imelda was acquitted by US Jury relative to their accounts in Swiss banks!",Ahhh To justify her grab of power from FEM Cory declared the wealth of Marcoses as ill-gotten and issued EO No 1 to run after the wealth of the FEM by filing cases but all these cases were dismissed Imelda was acquitted by US Jury relative to their accounts in Swiss banks,1,1,"Text, Reply",28/12/21 10:36,,Rational,3,0,0,0,0,,,"According to VERA Files, the Marcos family did not win all cases filed against them.

[https://verafiles.org/articles/vera-files-fact-check-marcoses-did-not-win-all-cases-filed-a#:~:text=Mrs.%20Marcos%20won%20in%20the%201990%20New%20York,it%20in%20the%20United%20States%2C%20international%20media%20reported]",
57-106,3/30/23 23:23:01,https://twitter.com/DodongPags/status/1468776767498616834,57,"Martinez, Miguel Luis",MRCS,The Marcos family won all cases filed against them,imelda case dismiss all,@DodongPags,Dodong Pags,I'm here to have some fun...for me it is more fun debunking the yellow black propaganda...pure DDS at heart...i created my fb and twitter acct. to support DDS.,Identified,05/21,2321,1680,"Butuan City, Caraga",@PositivityLivi1 @iMthinkingPinoy CHR the puppet of Cory Aquino...Saang korte ba na INDECT si FEM/IMELDA...Sadiganbayan dismissed the 1billion peso ill gotten wealth case filed by PCGG...The US court dismissed all the fraud cases filed by PCGG...,CHR the puppet of Cory Aquino...In which court did FEM/IMELDA get indicted...Sadiganbayan dismissed the 1billion peso ill gotten wealth case filed by PCGG...The US court dismissed all the fraud cases filed by PCGG...,CHR the puppet of Cory Aquino In which court did FEM/IMELDA get indicted Sandiganbayan dismissed the 1 billion peso ill gotten wealth case filed by PCGG The US court dismissed all the fraud cases filed by PCGG,1,1,"Text, Reply",09/12/21 02:57,,Rational,1,1,0,0,0,,,"According to VERA Files, the Marcos family did not win all cases filed against them.

[https://verafiles.org/articles/vera-files-fact-check-marcoses-did-not-win-all-cases-filed-a#:~:text=Mrs.%20Marcos%20won%20in%20the%201990%20New%20York,it%20in%20the%20United%20States%2C%20international%20media%20reported]",
57-107,3/30/23 23:23:01,https://twitter.com/FierceTita/status/1445305262865195008,57,"Martinez, Miguel Luis",MRCS,The Marcos family won all cases filed against them,imelda case dismiss all,@FierceTita,Fierce Tita,Former Pa-woke. Ex Dilawan. NO TO LP-CPP-NPA-NDF and their symphatizers. ANTI-DILAWOKES.,Identified,06/20,516,1537,,"@raingod09790030 Case pending sa higher court. That's not final. 900+ cases all dismissed. 
 
 Imelda has trillion dollars $$$. Budget ng Pinas during Marcos 25 Billion dollars lang in 20 years. 
 
 Common sense. Mas mayaman siya sa Pinas. 🤭🤭🤭","Case pending in the higher court. That's not final. 900+ cases all dismissed.

Imelda has trillion dollars $$$. The budget of the Philippines during Marcos was only 25 billion dollars in 20 years.

Common sense. She is richer than the Philippines.",Case pending in the higher court That's not final 900+ cases all dismissed Imelda has trillion dollars $$$ The budget of the Philippines during Marcos was only 25 billion dollars in 20 years Common sense She is richer than the Philippines,0,0,"Text, Reply",05/10/21 08:30,,Emotional,2,2,1,0,1,,,"According to VERA Files, the Marcos family did not win all cases filed against them.

[https://verafiles.org/articles/vera-files-fact-check-marcoses-did-not-win-all-cases-filed-a#:~:text=Mrs.%20Marcos%20won%20in%20the%201990%20New%20York,it%20in%20the%20United%20States%2C%20international%20media%20reported]",
57-108,3/30/23 23:23:01,https://twitter.com/MsDior04/status/1440508941155254272,57,"Martinez, Miguel Luis",MRCS,The Marcos family won all cases filed against them,imelda case dismiss all,@MsDior04,Ms. Dior,Lovely days are better.,Anonymous,09/21,66,8,"Lauterbrunnen, Switzerland","@culturekidph @volleyspecs Old conspiracy never been fulfilled.. Why? Coz for over 100 cases of Imelda, all are dismissed. Phil. can never be on progress coz you haven't learned the lesson yet.","Old conspiracy never been fulfilled.. Why? Because for over 100 cases of Imelda, all are dismissed. Philippines can never be on progress because you haven't learned the lesson yet.",Old conspiracy never been fulfilled Why Because for over 100 cases of Imelda all are dismissed Philippines can never be on progress because you haven't learned the lesson yet,0,0,"Text, Reply",22/09/21 02:51,,Rational,0,1,0,0,0,,,"According to VERA Files, the Marcos family did not win all cases filed against them.

[https://verafiles.org/articles/vera-files-fact-check-marcoses-did-not-win-all-cases-filed-a#:~:text=Mrs.%20Marcos%20won%20in%20the%201990%20New%20York,it%20in%20the%20United%20States%2C%20international%20media%20reported]",
57-109,3/30/23 23:23:01,https://twitter.com/diwang_mao/status/1318466166927421440,57,"Martinez, Miguel Luis",MRCS,The Marcos family won all cases filed against them,imelda case dismiss all,@diwang_mao,Mao Diwang,Wisecracker,Troll,09/20,65,10,,"@enconado_m @SaltAndReality 980 ctiminal cases files by Cory Aquino and her yellow cult since 1986 around the world were all dismissed for lack of evidence, the remaining 3 cases were on appeal with the CA, meaning the decision of the RTC is not yet final and executory, hence, Madam Imelda Marcos is free.","980 ctiminal cases files by Cory Aquino and her yellow cult since 1986 around the world were all dismissed for lack of evidence, the remaining 3 cases were on appeal with the CA, meaning the decision of the RTC is not yet final and executory, hence, Madam Imelda Marcos is free.",980 criminal cases files by Cory Aquino and her yellow cult since 1986 around the world were all dismissed for lack of evidence the remaining 3 cases were on appeal with the CA meaning the decision of the RTC is not yet final and executory hence Madam Imelda Marcos is free,1,1,"Text, Reply",20/10/20 08:16,,Rational,0,1,0,0,0,,,"According to VERA Files, the Marcos family did not win all cases filed against them.

[https://verafiles.org/articles/vera-files-fact-check-marcoses-did-not-win-all-cases-filed-a#:~:text=Mrs.%20Marcos%20won%20in%20the%201990%20New%20York,it%20in%20the%20United%20States%2C%20international%20media%20reported]",
57-110,3/30/23 23:23:01,https://twitter.com/milkyway1969/status/1441462625611575306,57,"Martinez, Miguel Luis",MRCS,The Marcos family won all cases filed against them,imelda kaso dismiss lahat,@milkyway1969,Ophirian Mike™ ❤️💚🇵🇭,Ophir ⬅️ Philippines. Got a passion for numbers and stats. Waray. CPA. https://t.co/kLAkQgclln #BaybayinBuhayin #PBBM #VPSara #PresidentMarcosJr✌🏽🇵🇭 ,Identified,07/09,4969,8390,Ophir (Land of Gold) 🇵🇭,"@IndaySabungera @_GladWell_ Wala yan maipakita kundi news item lang ng mga kaso nila noon na lahat dismissed na ngayon ng Sandiganbayan at yong Trial of Century sa New York na pinagtulungan nila lahat si former FL Imelda na binasura din. Puro haka haka ang ebidensiya ng mga dilawan, makakaliwa at MSMs. 👊🏽","They have nothing to show, just news item of their cases that have now all been dismissed by the Sandiganbayan and the Trial of Century in New York that they all ganged up on former FL Imelda which was also dismissed. The evidence of the yellows, leftists and MSMs is pure conjecture.",They have nothing to show just news item of their cases that have now all been dismissed by the Sandiganbayan and the Trial of Century in New York that they all ganged up on former FL Imelda which was also dismissed The evidence of the yellows leftists and MSMs is pure conjecture,1,1,"Text, Reply",24/09/21 18:00,,Rational,1,1,0,0,0,,,"According to VERA Files, the Marcos family did not win all cases filed against them.

[https://verafiles.org/articles/vera-files-fact-check-marcoses-did-not-win-all-cases-filed-a#:~:text=Mrs.%20Marcos%20won%20in%20the%201990%20New%20York,it%20in%20the%20United%20States%2C%20international%20media%20reported]",
57-111,3/30/23 23:23:01,https://twitter.com/IoSonoPatrick/status/1293747456396554240,57,"Martinez, Miguel Luis",MRCS,The Marcos family won all cases filed against them,imelda kaso dismiss lahat,@IoSonoPatrick,Derek Soil,DILAWANG B/0/B/0,Identified,11/13,1081,1553,"Concepcion, Central Luzon","@Torr_Ena Come to think of this, lahat ng kaso ni Imelda, even those filed abroad, were dismissed. Dont they tell us mahina justice system sa abroad.🤭😂","Come to think of this, all of Imelda's cases, even those filed abroad, were dismissed. Dont they tell us that the justice system abroad is weak.",Come to think of this all of Imelda's cases even those filed abroad were dismissed Don't they tell us that the justice system abroad is weak,0,0,"Text, Reply",13/08/20 03:13,,Emotional,1,0,0,0,0,,,"According to VERA Files, the Marcos family did not win all cases filed against them.

[https://verafiles.org/articles/vera-files-fact-check-marcoses-did-not-win-all-cases-filed-a#:~:text=Mrs.%20Marcos%20won%20in%20the%201990%20New%20York,it%20in%20the%20United%20States%2C%20international%20media%20reported]",
57-112,3/30/23 23:23:01,https://twitter.com/magaliamman/status/1504044163460861954,57,"Martinez, Miguel Luis",MRCS,The Marcos family won all cases filed against them,marcos case nanalo lahat,@magaliamman,La Diva,,Troll,12/21,69,204,"Dasmarinas, Calabarzon","Just like here where Sandiganbayan & Supreme Court dismissed criminal charges against the Marcoses.
 At yun ang challenge ko sa lahat ng naga-akusa sa mga Marcoses na magnanakaw.
 Magpakita kahit isang criminal case na nanalo laban sa mga Marcos. https://t.co/MhryZWGKRT",Just like here where Sandiganbayan & Supreme Court dismissed criminal charges against the Marcoses. That's my challenge to everyone who accused the marcoses of thievery.  Show even just one criminal case that won against the marcoses.,Just like here where Sandiganbayan & Supreme Court dismissed criminal charges against the Marcoses That's my challenge to everyone who accused the marcoses of thievery Show even just one criminal case that won against the marcoses,0,0,"Text, Image",16/03/22 10:37,,Rational,2,0,0,0,0,,,"According to VERA Files, the Marcos family did not win all cases filed against them.

[https://verafiles.org/articles/vera-files-fact-check-marcoses-did-not-win-all-cases-filed-a#:~:text=Mrs.%20Marcos%20won%20in%20the%201990%20New%20York,it%20in%20the%20United%20States%2C%20international%20media%20reported]",
57-113,3/30/23 23:23:01,https://twitter.com/cdion_stwain/status/1444643478923669510,57,"Martinez, Miguel Luis",MRCS,The Marcos family won all cases filed against them,marcos case nanalo all,@cdion_stwain,◡̈,Shania Twain💎💎💎━Queen of Country Pop ┋┋┋┋ Celine Dion💖━Queen of Power Ballad ┋ ✹One of the Best selling female artists💿📀 ✹One of the Top touring artists🎤,Anonymous,08/14,309,410,🫀of Shania & Celine,@ogie_rosa Since 90s clear of all charges in fraud case na Marcoses sa U.S Court pa lng Trial Court of the Century nanalo sila dyan itong Aquino d matanggap kaya pagdating sa Pinas pinatambakan ng kaso ang Marcos at sabihing ill gotten wealth kuno 🤭 https://t.co/IG9FFrne8S,"Since the 90s the Marcoses were cleared of all charges in the fraud case in the U.S Court, the Trial Court of the Century, they won there, this Aquino can't accept that, so when he came to the Philippines, ton of cases were filed against the Marcoses accusing them of ill gotten wealth",Since the 90s the Marcoses were cleared of all charges in the fraud case in the U S Court the Trial Court of the Century they won there this Aquino can't accept that so when he came to the Philippines ton of cases were filed against the Marcoses accusing them of ill gotten wealth,0,0,"Text, Reply",03/10/21 12:40,,Emotional,1,0,0,0,0,,,"According to VERA Files, the Marcos family did not win all cases filed against them.

[https://verafiles.org/articles/vera-files-fact-check-marcoses-did-not-win-all-cases-filed-a#:~:text=Mrs.%20Marcos%20won%20in%20the%201990%20New%20York,it%20in%20the%20United%20States%2C%20international%20media%20reported]",
57-114,3/30/23 23:23:01,https://twitter.com/henryIX_9th/status/1445344870135074818,57,"Martinez, Miguel Luis",MRCS,The Marcos family won all cases filed against them,marcos case nanalo not,@henryIX_9th,BBM SARAH 2022,"Veni, vidi, vici! 
 Activist! Atheist!
 Photos/Videos are not mine, credits to the owner/s of the Photos/Videos.",Anonymous,06/20,6,15,The Internet,"@not_turkish Proof na mag nanakaw sila?
 Nanalo kaya mga #Marcos sa mga cases na isinampa sa kanila 😋😂‚
 
 #BBM2022 #BBMIsMyPresident2022 #BBMFORPRESIDENT2022",Proof that they are thieves? The Marcos won all cases that were filed against them.,Proof that they are thieves The Marcos won all cases that were filed against them,0,0,"Text, Reply",05/10/21 11:07,,Emotional,2,0,0,0,0,,,"According to VERA Files, the Marcos family did not win all cases filed against them.

[https://verafiles.org/articles/vera-files-fact-check-marcoses-did-not-win-all-cases-filed-a#:~:text=Mrs.%20Marcos%20won%20in%20the%201990%20New%20York,it%20in%20the%20United%20States%2C%20international%20media%20reported]",
57-115,3/30/23 23:23:01,https://twitter.com/Highvan14/status/795970939447963648,57,"Martinez, Miguel Luis",MRCS,The Marcos family won all cases filed against them,marcos case nanalo wala,@Highvan14,Ivan,RMT ðŸ’‰ HIV PROFICIENT,Identified,07/13,563,784,"Mabalacat, Central Luzon",900+ cases sinampa against the Marcos? Nasan?? May nanalo ba? WALA! Kase wala naman talagang Ebidensyang matibay puro gawa gawa lang!,"900+ cases filed against the Marcoses? Where?? Did any of it win? No! Because there's really no strong evidence, it's all only made up!",900+ cases filed against the Marcoses Where Did any of it win No Because there's really no strong evidence it's all only made up,0,0,"Text, Reply",08/11/16 12:47,,Emotional,2,1,0,0,0,,,"According to VERA Files, the Marcos family did not win all cases filed against them.

[https://verafiles.org/articles/vera-files-fact-check-marcoses-did-not-win-all-cases-filed-a#:~:text=Mrs.%20Marcos%20won%20in%20the%201990%20New%20York,it%20in%20the%20United%20States%2C%20international%20media%20reported]",
57-116,3/30/23 23:23:01,https://twitter.com/Wingsky6/status/1522786912565882880,57,"Martinez, Miguel Luis",MRCS,The Marcos family won all cases filed against them,marcos case panalo lahat,@Wingsky6,Wingsky,,Anonymous,01/20,49,13,,"@marikit_ms @OysonMike Panalo po sa mga korte dito at sa abroad ang mga graft cases lahat sa mga Marcos, may pending pa sila sa BIR na P203B. Ang mali hanggang sa huli ay mali hanggang hindi ito tinatama, pinagsisihan at pinagbabayaran.","The Marcoses won the graft cases in the courts here and abroad, they still have ₱203 Billion pending with the BIR. What is wrong until the end is wrong until it is corrected, regretted and paid for.",The Marcoses won the graft cases in the courts here and abroad they still have ₱203 Billion pending with the BIR What is wrong until the end is wrong until it is corrected regretted and paid for,0,0,"Text, Reply",07/05/22 03:54,,Rational,1,2,0,0,0,,,"According to VERA Files, the Marcos family did not win all cases filed against them.

[https://verafiles.org/articles/vera-files-fact-check-marcoses-did-not-win-all-cases-filed-a#:~:text=Mrs.%20Marcos%20won%20in%20the%201990%20New%20York,it%20in%20the%20United%20States%2C%20international%20media%20reported]",
